"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"358",2007-02-01,5H 57M 0S,1.278,0,239.31,5.2,0,0,18
"359",2007-02-01,5H 58M 0S,1.284,0,239.91,5.2,0,0,17
"360",2007-02-01,5H 59M 0S,1.286,0,239.84,5.2,0,0,18
"361",2007-02-01,6H 0M 0S,1.282,0,239.02,5.2,0,0,18
"362",2007-02-01,6H 1M 0S,1.294,0,240.31,5.4,0,0,17
"363",2007-02-01,6H 2M 0S,1.346,0,240.22,5.6,0,0,18
"364",2007-02-01,6H 3M 0S,1.404,0.104,240.29,5.8,0,0,18
"365",2007-02-01,6H 4M 0S,1.41,0.108,241.27,5.8,0,0,17
"366",2007-02-01,6H 5M 0S,1.424,0.116,242.85,5.8,0,0,19
"367",2007-02-01,6H 6M 0S,1.424,0.118,243.01,5.8,0,0,18
"368",2007-02-01,6H 7M 0S,1.422,0.118,242.53,5.8,0,0,18
"369",2007-02-01,6H 8M 0S,1.49,0.132,241.97,6.2,0,0,18
"370",2007-02-01,6H 9M 0S,1.494,0.13,241.65,6.2,0,0,18
"371",2007-02-01,6H 10M 0S,1.488,0.128,241.33,6.2,0,0,17
"372",2007-02-01,6H 11M 0S,1.484,0.128,241,6.2,0,0,18
"373",2007-02-01,6H 12M 0S,1.476,0.126,240.54,6,0,0,18
"374",2007-02-01,6H 13M 0S,1.47,0.122,240.32,6,0,0,18
"375",2007-02-01,6H 14M 0S,0.858,0.112,241.16,4,0,0,6
"376",2007-02-01,6H 15M 0S,0.558,0.118,241.86,2.4,0,0,0
"377",2007-02-01,6H 16M 0S,0.58,0.128,242.53,2.4,0,0,0
"378",2007-02-01,6H 17M 0S,0.552,0.112,243.11,2.2,0,1,0
"379",2007-02-01,6H 18M 0S,0.548,0.11,242.63,2.2,0,2,0
"380",2007-02-01,6H 19M 0S,0.502,0.11,242.76,2,0,1,0
"381",2007-02-01,6H 20M 0S,0.49,0.114,243.23,2,0,1,0
"382",2007-02-01,6H 21M 0S,0.49,0.114,243.51,2,0,2,0
"383",2007-02-01,6H 22M 0S,1.102,0.106,242.82,5,0,1,8
"384",2007-02-01,6H 23M 0S,1.59,0.098,241.82,6.6,0,2,18
"385",2007-02-01,6H 24M 0S,1.59,0.102,242.86,6.4,0,1,19
"386",2007-02-01,6H 25M 0S,1.586,0.102,243.14,6.4,0,1,18
"387",2007-02-01,6H 26M 0S,1.588,0.104,243.56,6.4,0,2,18
"388",2007-02-01,6H 27M 0S,1.584,0.104,243.35,6.4,0,1,18
"389",2007-02-01,6H 28M 0S,1.58,0.102,243.22,6.4,0,1,19
"390",2007-02-01,6H 29M 0S,1.58,0.104,243.31,6.4,0,2,18
"391",2007-02-01,6H 30M 0S,1.578,0.104,243.25,6.4,0,1,18
"392",2007-02-01,6H 31M 0S,1.578,0.104,243.47,6.4,0,1,18
"393",2007-02-01,6H 32M 0S,1.578,0.104,243.51,6.4,0,2,18
"394",2007-02-01,6H 33M 0S,1.57,0.102,242.99,6.4,0,1,18
"395",2007-02-01,6H 34M 0S,1.574,0.104,243.47,6.4,0,1,18
"396",2007-02-01,6H 35M 0S,1.606,0.128,243.18,6.6,0,2,19
"397",2007-02-01,6H 36M 0S,2.246,0.228,241.12,9.4,0,1,17
"398",2007-02-01,6H 37M 0S,2.658,0.224,240.56,11,0,1,18
"399",2007-02-01,6H 38M 0S,4.962,0.204,238.69,22.4,0,1,18
"400",2007-02-01,6H 39M 0S,6.536,0.188,236.9,27.6,0,2,17
"401",2007-02-01,6H 40M 0S,5.292,0.202,238.44,22.2,0,1,17
"402",2007-02-01,6H 41M 0S,5.81,0.208,237.64,24.4,0,1,18
"403",2007-02-01,6H 42M 0S,5.606,0.262,237.63,23.8,0,1,17
"404",2007-02-01,6H 43M 0S,4.678,0.31,238.98,19.8,0,1,17
"405",2007-02-01,6H 44M 0S,3.9,0.38,239.75,16.4,0,2,18
"406",2007-02-01,6H 45M 0S,3.368,0.322,240.29,14,0,0,18
"407",2007-02-01,6H 46M 0S,3.18,0.27,240.73,13.2,0,0,18
"408",2007-02-01,6H 47M 0S,3.178,0.266,240.65,13.2,0,0,17
"409",2007-02-01,6H 48M 0S,3.192,0.268,240.94,13.2,0,0,18
"410",2007-02-01,6H 49M 0S,3.252,0.268,240.98,13.4,0,0,18
"411",2007-02-01,6H 50M 0S,3.124,0.16,240.73,13,0,0,18
"412",2007-02-01,6H 51M 0S,2.792,0.122,240.63,11.6,0,0,17
"413",2007-02-01,6H 52M 0S,2.808,0.124,240.93,11.6,0,0,18
"414",2007-02-01,6H 53M 0S,2.818,0.126,241.43,11.6,0,0,18
"415",2007-02-01,6H 54M 0S,2.812,0.126,241.53,11.6,0,0,18
"416",2007-02-01,6H 55M 0S,2.97,0.122,241.06,12.2,0,0,18
"417",2007-02-01,6H 56M 0S,3.004,0.118,240.63,12.4,0,0,18
"418",2007-02-01,6H 57M 0S,2.974,0.118,240.31,12.4,0,0,17
"419",2007-02-01,6H 58M 0S,2.924,0,241.08,12,0,0,18
"420",2007-02-01,6H 59M 0S,2.912,0,241.48,12,0,0,18
"421",2007-02-01,7H 0M 0S,2.708,0,241.55,11.2,0,0,18
"422",2007-02-01,7H 1M 0S,3.18,0,240.46,13.2,0,0,18
"423",2007-02-01,7H 2M 0S,3.026,0,240.23,12.6,0,0,17
"424",2007-02-01,7H 3M 0S,2.992,0,240,12.4,0,0,18
"425",2007-02-01,7H 4M 0S,2.938,0,239.54,12.2,0,0,17
"426",2007-02-01,7H 5M 0S,2.93,0,239.8,12.2,0,0,18
"427",2007-02-01,7H 6M 0S,2.934,0,240.06,12.2,0,0,18
"428",2007-02-01,7H 7M 0S,2.894,0,239.77,12,0,0,17
"429",2007-02-01,7H 8M 0S,2.842,0,238.82,11.8,0,0,18
"430",2007-02-01,7H 9M 0S,2.874,0,240.23,11.8,0,0,18
"431",2007-02-01,7H 10M 0S,2.36,0,242.68,9.8,0,0,18
"432",2007-02-01,7H 11M 0S,2.106,0,243.29,8.6,0,0,18
"433",2007-02-01,7H 12M 0S,2.126,0,242.09,8.8,0,0,18
"434",2007-02-01,7H 13M 0S,2.108,0,241.56,8.6,0,0,18
"435",2007-02-01,7H 14M 0S,2.108,0,241.18,8.6,0,0,17
"436",2007-02-01,7H 15M 0S,2.108,0,240.6,8.8,0,0,18
"437",2007-02-01,7H 16M 0S,2.12,0,240.61,8.8,0,0,18
"438",2007-02-01,7H 17M 0S,2.116,0,240.22,8.8,0,0,18
"439",2007-02-01,7H 18M 0S,2.06,0,239.65,8.6,0,0,17
"440",2007-02-01,7H 19M 0S,2.586,0,239.34,10.8,0,0,18
"441",2007-02-01,7H 20M 0S,2.448,0.094,239.06,10.2,0,0,17
"442",2007-02-01,7H 21M 0S,2.088,0.102,240.27,8.6,0,0,18
"443",2007-02-01,7H 22M 0S,2.15,0.092,239.63,9,0,0,18
"444",2007-02-01,7H 23M 0S,2.206,0.09,239.79,9.2,0,0,17
"445",2007-02-01,7H 24M 0S,2.292,0.18,239.56,9.6,0,0,18
"446",2007-02-01,7H 25M 0S,2.32,0.22,239.29,9.6,0,0,17
"447",2007-02-01,7H 26M 0S,2.494,0.212,238.52,10.4,0,0,18
"448",2007-02-01,7H 27M 0S,2.67,0.214,239.1,11.2,0,0,17
"449",2007-02-01,7H 28M 0S,3.066,0.212,239.75,12.8,0,0,18
"450",2007-02-01,7H 29M 0S,2.76,0.214,240.02,11.4,0,0,18
"451",2007-02-01,7H 30M 0S,3.07,0.222,239.36,12.8,0,0,17
"452",2007-02-01,7H 31M 0S,3.004,0.162,238.98,12.6,0,0,18
"453",2007-02-01,7H 32M 0S,3.492,0.114,237.96,14.6,0,0,17
"454",2007-02-01,7H 33M 0S,3.628,0.114,237.51,15.2,0,0,17
"455",2007-02-01,7H 34M 0S,3.73,0.114,237.61,15.6,0,0,18
"456",2007-02-01,7H 35M 0S,4.332,0.228,236.96,18.4,0,0,17
"457",2007-02-01,7H 36M 0S,3.904,0.108,236.51,16.4,0,0,17
"458",2007-02-01,7H 37M 0S,3.766,0.11,237.17,15.8,0,0,17
"459",2007-02-01,7H 38M 0S,5.268,0.102,236.55,23.4,0,0,17
"460",2007-02-01,7H 39M 0S,7.482,0,233.62,32,0,0,17
"461",2007-02-01,7H 40M 0S,5.024,0,236.41,21.6,0,0,17
"462",2007-02-01,7H 41M 0S,3.592,0,237.72,15,0,0,18
"463",2007-02-01,7H 42M 0S,4.684,0,236.48,19.8,0,0,17
"464",2007-02-01,7H 43M 0S,4.764,0,236.33,20,0,0,17
"465",2007-02-01,7H 44M 0S,3.552,0,237.91,14.8,0,0,17
"466",2007-02-01,7H 45M 0S,3.466,0,236.38,14.6,0,0,17
"467",2007-02-01,7H 46M 0S,3.286,0,237.14,13.8,0,0,18
"468",2007-02-01,7H 47M 0S,3.2,0,236.82,13.4,0,0,17
"469",2007-02-01,7H 48M 0S,3.196,0,236.65,13.4,0,0,17
"470",2007-02-01,7H 49M 0S,3.332,0,236.21,14,0,0,17
"471",2007-02-01,7H 50M 0S,3.406,0.166,236.64,14.4,0,0,17
"472",2007-02-01,7H 51M 0S,3.184,0.154,236.56,13.4,0,0,17
"473",2007-02-01,7H 52M 0S,2.96,0.146,236.3,12.4,0,0,18
"474",2007-02-01,7H 53M 0S,2.874,0.086,236.54,12,0,0,17
"475",2007-02-01,7H 54M 0S,2.58,0,236.75,10.8,0,0,17
"476",2007-02-01,7H 55M 0S,2.566,0,236.46,10.8,0,0,17
"477",2007-02-01,7H 56M 0S,2.546,0,235.46,10.8,0,0,17
"478",2007-02-01,7H 57M 0S,2.634,0.046,236.31,11,0,0,17
"479",2007-02-01,7H 58M 0S,2.678,0.102,236.8,11.2,0,0,17
"480",2007-02-01,7H 59M 0S,2.686,0.1,236.51,11.2,0,0,18
"481",2007-02-01,8H 0M 0S,2.832,0.22,235.97,12,0,0,17
"482",2007-02-01,8H 1M 0S,2.744,0.194,235.22,11.6,0,0,17
"483",2007-02-01,8H 2M 0S,2.728,0.196,235.77,11.6,0,0,17
"484",2007-02-01,8H 3M 0S,2.708,0.192,234.86,11.4,0,0,17
"485",2007-02-01,8H 4M 0S,2.694,0.19,234.29,11.4,0,0,16
"486",2007-02-01,8H 5M 0S,2.788,0.186,233.78,11.8,0,0,17
"487",2007-02-01,8H 6M 0S,2.812,0.188,234.29,12,0,0,17
"488",2007-02-01,8H 7M 0S,2.82,0.2,234.31,12,0,0,17
"489",2007-02-01,8H 8M 0S,2.886,0.214,233.84,12.4,0,0,17
"490",2007-02-01,8H 9M 0S,4.116,0.194,233.05,17.6,2,0,16
"491",2007-02-01,8H 10M 0S,2.878,0.2,234.55,12.2,1,0,17
"492",2007-02-01,8H 11M 0S,2.86,0.196,233.91,12.2,1,0,17
"493",2007-02-01,8H 12M 0S,2.766,0.198,234.08,11.8,1,0,17
"494",2007-02-01,8H 13M 0S,2.66,0.17,234.31,11.4,2,0,17
"495",2007-02-01,8H 14M 0S,2.516,0,235.01,10.6,1,0,17
"496",2007-02-01,8H 15M 0S,2.698,0.174,235.51,11.4,1,0,17
"497",2007-02-01,8H 16M 0S,2.99,0.186,237.83,12.6,1,0,17
"498",2007-02-01,8H 17M 0S,2.632,0.08,238.63,11,1,0,17
"499",2007-02-01,8H 18M 0S,2.664,0,238.59,11,2,0,18
"500",2007-02-01,8H 19M 0S,2.712,0,238.06,11.4,1,0,17
"501",2007-02-01,8H 20M 0S,2.702,0,238.42,11.2,1,0,18
"502",2007-02-01,8H 21M 0S,2.906,0,238.67,12.2,1,0,17
"503",2007-02-01,8H 22M 0S,3.246,0,238.01,13.8,2,0,18
"504",2007-02-01,8H 23M 0S,2.774,0,237.86,11.6,1,0,17
"505",2007-02-01,8H 24M 0S,2.768,0,237.86,11.6,1,0,17
"506",2007-02-01,8H 25M 0S,2.774,0,238.23,11.6,1,0,18
"507",2007-02-01,8H 26M 0S,2.75,0,237.47,11.6,1,0,17
"508",2007-02-01,8H 27M 0S,2.744,0,238.13,11.4,1,0,17
"509",2007-02-01,8H 28M 0S,2.764,0,237.45,11.6,1,0,18
"510",2007-02-01,8H 29M 0S,4.348,0,236.19,18.8,27,0,17
"511",2007-02-01,8H 30M 0S,4.982,0,236.12,21,38,0,17
"512",2007-02-01,8H 31M 0S,4.966,0,235.88,21,37,0,17
"513",2007-02-01,8H 32M 0S,5.02,0,235.42,21.2,37,0,17
"514",2007-02-01,8H 33M 0S,4.978,0,235.49,21,38,0,17
"515",2007-02-01,8H 34M 0S,4.866,0,234.55,20.6,37,0,17
"516",2007-02-01,8H 35M 0S,4.84,0,235.38,20.4,37,0,17
"517",2007-02-01,8H 36M 0S,4.888,0,236.07,20.6,37,0,17
"518",2007-02-01,8H 37M 0S,5.176,0,234.84,22,37,0,17
"519",2007-02-01,8H 38M 0S,4.506,0,234.93,19,37,0,17
"520",2007-02-01,8H 39M 0S,4.608,0.048,235,19.6,37,0,17
"521",2007-02-01,8H 40M 0S,4.718,0.088,234.17,20,37,0,16
"522",2007-02-01,8H 41M 0S,4.7,0.086,233.91,20,37,0,17
"523",2007-02-01,8H 42M 0S,4.672,0.09,235.15,19.8,37,0,17
"524",2007-02-01,8H 43M 0S,2.62,0.11,237.55,11,2,0,17
"525",2007-02-01,8H 44M 0S,2.588,0.182,237.12,11,1,0,18
"526",2007-02-01,8H 45M 0S,2.758,0.42,236.48,11.8,1,1,17
"527",2007-02-01,8H 46M 0S,2.904,0.408,237.01,12.2,2,1,17
"528",2007-02-01,8H 47M 0S,2.906,0.4,236.94,12.2,1,1,17
"529",2007-02-01,8H 48M 0S,2.98,0.482,236.67,12.6,1,2,18
"530",2007-02-01,8H 49M 0S,2.984,0.5,237,12.6,1,1,17
"531",2007-02-01,8H 50M 0S,2.968,0.494,236.34,12.6,1,1,17
"532",2007-02-01,8H 51M 0S,2.956,0.488,235.65,12.6,2,2,17
"533",2007-02-01,8H 52M 0S,2.96,0.49,235.71,12.6,1,1,17
"534",2007-02-01,8H 53M 0S,2.962,0.492,235.82,12.6,1,2,17
"535",2007-02-01,8H 54M 0S,2.898,0.464,235.85,12.4,1,1,17
"536",2007-02-01,8H 55M 0S,3.248,0.19,235.92,14,1,1,17
"537",2007-02-01,8H 56M 0S,2.746,0.194,236.25,11.6,2,2,17
"538",2007-02-01,8H 57M 0S,2.744,0.192,236.13,11.6,1,1,17
"539",2007-02-01,8H 58M 0S,2.754,0.196,236.76,11.6,1,1,18
"540",2007-02-01,8H 59M 0S,2.664,0.176,236.91,11.2,1,2,17
"541",2007-02-01,9H 0M 0S,3.26,0.136,236.02,14,1,1,17
"542",2007-02-01,9H 1M 0S,2.402,0.104,237.23,10,2,1,17
"543",2007-02-01,9H 2M 0S,2.406,0.106,237.48,10,1,2,17
"544",2007-02-01,9H 3M 0S,2.41,0.108,237.82,10,1,1,18
"545",2007-02-01,9H 4M 0S,2.164,0.106,237.98,9.2,1,1,17
"546",2007-02-01,9H 5M 0S,1.906,0.104,238.35,8,1,1,18
"547",2007-02-01,9H 6M 0S,1.898,0.102,237.72,8,2,2,17
"548",2007-02-01,9H 7M 0S,1.904,0.104,237.89,8,1,1,17
"549",2007-02-01,9H 8M 0S,1.908,0.104,238.19,8,1,1,18
"550",2007-02-01,9H 9M 0S,1.902,0.104,237.85,8,1,1,17
"551",2007-02-01,9H 10M 0S,1.904,0.104,237.88,8,1,1,17
"552",2007-02-01,9H 11M 0S,1.896,0.102,237.5,8,2,2,18
"553",2007-02-01,9H 12M 0S,1.9,0.102,237.7,8,1,1,17
"554",2007-02-01,9H 13M 0S,1.85,0,237.38,7.8,1,0,17
"555",2007-02-01,9H 14M 0S,1.84,0,238.28,7.6,1,0,18
"556",2007-02-01,9H 15M 0S,1.83,0,237.77,7.6,1,0,17
"557",2007-02-01,9H 16M 0S,1.83,0,237.68,7.6,2,0,17
"558",2007-02-01,9H 17M 0S,1.81,0,237.45,7.6,1,0,18
"559",2007-02-01,9H 18M 0S,1.658,0,237.34,7,1,0,17
"560",2007-02-01,9H 19M 0S,1.654,0,237.28,6.8,1,0,17
"561",2007-02-01,9H 20M 0S,1.722,0.056,236.79,7.2,2,0,17
"562",2007-02-01,9H 21M 0S,1.76,0.114,237.17,7.4,1,0,18
"563",2007-02-01,9H 22M 0S,1.768,0.116,237.31,7.4,1,0,17
"564",2007-02-01,9H 23M 0S,1.766,0.116,237.3,7.4,1,0,17
"565",2007-02-01,9H 24M 0S,1.842,0.118,237.74,7.8,1,0,17
"566",2007-02-01,9H 25M 0S,1.678,0.128,237.89,7,2,0,18
"567",2007-02-01,9H 26M 0S,1.444,0.12,237.6,6,1,0,17
"568",2007-02-01,9H 27M 0S,1.444,0.122,237.92,6,1,0,17
"569",2007-02-01,9H 28M 0S,1.448,0.124,238.27,6,1,0,18
"570",2007-02-01,9H 29M 0S,1.444,0.122,238.1,6,2,0,17
"571",2007-02-01,9H 30M 0S,1.448,0.124,238.54,6,1,0,18
"572",2007-02-01,9H 31M 0S,1.444,0.126,238.71,6,1,0,17
"573",2007-02-01,9H 32M 0S,1.434,0.122,238.06,6,1,0,18
"574",2007-02-01,9H 33M 0S,1.518,0.216,237.85,6.4,1,0,17
"575",2007-02-01,9H 34M 0S,1.49,0.256,237.55,6.2,1,0,17
"576",2007-02-01,9H 35M 0S,1.474,0.248,237.38,6.2,1,0,17
"577",2007-02-01,9H 36M 0S,1.458,0.246,237.49,6.2,1,0,18
"578",2007-02-01,9H 37M 0S,1.518,0.234,237.46,6.4,1,0,17
"579",2007-02-01,9H 38M 0S,1.444,0.116,238.82,6,1,0,18
"580",2007-02-01,9H 39M 0S,1.43,0.098,238.51,6,2,0,17
"581",2007-02-01,9H 40M 0S,1.418,0.094,238.16,5.8,1,0,17
"582",2007-02-01,9H 41M 0S,1.42,0.094,238.16,5.8,1,0,18
"583",2007-02-01,9H 42M 0S,1.416,0.094,238.1,5.8,1,0,17
"584",2007-02-01,9H 43M 0S,1.406,0.092,237.5,5.8,1,0,17
"585",2007-02-01,9H 44M 0S,1.384,0.104,237.39,5.8,1,0,18
"586",2007-02-01,9H 45M 0S,1.348,0.076,238.03,5.6,1,0,17
"587",2007-02-01,9H 46M 0S,1.3,0,238.16,5.4,1,0,17
"588",2007-02-01,9H 47M 0S,1.332,0,238.27,5.6,1,0,18
"589",2007-02-01,9H 48M 0S,2.402,0,236.87,11,17,0,17
"590",2007-02-01,9H 49M 0S,3.496,0,235.98,14.8,37,0,17
"591",2007-02-01,9H 50M 0S,3.492,0,235.93,14.8,37,0,17
"592",2007-02-01,9H 51M 0S,3.502,0,236.29,14.8,38,0,17
"593",2007-02-01,9H 52M 0S,3.494,0,235.84,14.8,37,0,17
"594",2007-02-01,9H 53M 0S,3.486,0,235.61,14.8,37,0,17
"595",2007-02-01,9H 54M 0S,3.492,0,236,14.8,37,0,18
"596",2007-02-01,9H 55M 0S,3.504,0,236.53,14.8,37,0,17
"597",2007-02-01,9H 56M 0S,3.518,0,237.18,14.8,38,0,17
"598",2007-02-01,9H 57M 0S,3.52,0,236.98,14.8,38,0,17
"599",2007-02-01,9H 58M 0S,3.51,0,236.81,14.8,37,0,17
"600",2007-02-01,9H 59M 0S,3.502,0,236.86,14.6,37,0,18
"601",2007-02-01,10H 0M 0S,3.52,0,237.37,14.8,38,0,17
"602",2007-02-01,10H 1M 0S,3.508,0,237.14,14.8,37,0,17
"603",2007-02-01,10H 2M 0S,3.5,0,236.93,14.6,37,0,17
"604",2007-02-01,10H 3M 0S,2.368,0.114,237.16,11,19,0,17
"605",2007-02-01,10H 4M 0S,1.376,0.112,237.75,5.8,0,0,18
"606",2007-02-01,10H 5M 0S,1.38,0.116,238.34,5.8,0,0,17
"607",2007-02-01,10H 6M 0S,1.378,0.12,237.81,5.8,0,0,18
"608",2007-02-01,10H 7M 0S,1.394,0.148,237.15,5.8,0,0,17
"609",2007-02-01,10H 8M 0S,1.372,0.116,236.94,5.8,1,0,17
"610",2007-02-01,10H 9M 0S,1.358,0.108,236.76,5.6,0,0,17
"611",2007-02-01,10H 10M 0S,1.356,0.11,236.83,5.6,0,0,17
"612",2007-02-01,10H 11M 0S,1.348,0.106,236.06,5.6,0,0,17
"613",2007-02-01,10H 12M 0S,1.352,0.108,236.58,5.6,0,0,18
"614",2007-02-01,10H 13M 0S,1.348,0.106,236.21,5.6,0,0,17
"615",2007-02-01,10H 14M 0S,1.362,0.112,237.57,5.6,0,0,17
"616",2007-02-01,10H 15M 0S,1.358,0.11,237.39,5.6,0,0,17
"617",2007-02-01,10H 16M 0S,1.362,0.112,237.72,5.6,0,0,18
"618",2007-02-01,10H 17M 0S,1.368,0.116,238.37,5.6,0,0,17
"619",2007-02-01,10H 18M 0S,1.344,0.074,238.78,5.6,0,0,18
"620",2007-02-01,10H 19M 0S,1.282,0,238.9,5.2,0,0,17
"621",2007-02-01,10H 20M 0S,1.322,0,239.14,5.4,0,0,18
"622",2007-02-01,10H 21M 0S,1.36,0.09,239.1,5.6,0,0,17
"623",2007-02-01,10H 22M 0S,1.348,0.086,238.03,5.6,0,0,17
"624",2007-02-01,10H 23M 0S,1.352,0.086,238.23,5.6,0,0,18
"625",2007-02-01,10H 24M 0S,1.356,0.088,238.8,5.6,0,0,17
"626",2007-02-01,10H 25M 0S,1.356,0.088,238.89,5.6,0,0,18
"627",2007-02-01,10H 26M 0S,1.352,0.088,238.55,5.6,0,0,17
"628",2007-02-01,10H 27M 0S,1.356,0.09,239.25,5.6,0,0,18
"629",2007-02-01,10H 28M 0S,1.352,0.088,238.81,5.6,0,0,17
"630",2007-02-01,10H 29M 0S,1.344,0.086,238.3,5.6,0,0,18
"631",2007-02-01,10H 30M 0S,1.344,0.086,238.25,5.6,0,0,17
"632",2007-02-01,10H 31M 0S,1.342,0.086,238.25,5.6,0,0,17
"633",2007-02-01,10H 32M 0S,1.288,0,238.14,5.4,0,0,18
"634",2007-02-01,10H 33M 0S,1.266,0,237.4,5.2,0,0,17
"635",2007-02-01,10H 34M 0S,1.262,0,237.05,5.2,0,0,17
"636",2007-02-01,10H 35M 0S,1.276,0,238.34,5.2,0,0,18
"637",2007-02-01,10H 36M 0S,1.278,0,238.57,5.2,0,0,17
"638",2007-02-01,10H 37M 0S,1.286,0,238.52,5.4,0,0,18
"639",2007-02-01,10H 38M 0S,1.31,0,238.69,5.4,0,0,17
"640",2007-02-01,10H 39M 0S,1.28,0,238.66,5.2,0,0,18
"641",2007-02-01,10H 40M 0S,1.286,0,239.26,5.4,0,0,17
"642",2007-02-01,10H 41M 0S,1.284,0,239.18,5.4,0,0,18
"643",2007-02-01,10H 42M 0S,1.29,0,239.65,5.4,0,0,17
"644",2007-02-01,10H 43M 0S,1.302,0,239.11,5.4,0,0,18
"645",2007-02-01,10H 44M 0S,1.392,0.118,239.06,5.8,0,0,17
"646",2007-02-01,10H 45M 0S,1.4,0.122,239.87,5.8,0,0,18
"647",2007-02-01,10H 46M 0S,1.394,0.122,239.69,5.8,0,0,17
"648",2007-02-01,10H 47M 0S,1.4,0.124,240.31,5.8,0,0,18
"649",2007-02-01,10H 48M 0S,1.402,0.126,240.65,5.8,0,0,18
"650",2007-02-01,10H 49M 0S,1.406,0.128,241.27,5.8,0,0,18
"651",2007-02-01,10H 50M 0S,1.406,0.13,241.42,5.8,0,0,18
"652",2007-02-01,10H 51M 0S,1.4,0.128,240.88,5.8,0,0,17
"653",2007-02-01,10H 52M 0S,1.41,0.128,241.1,5.8,0,0,18
"654",2007-02-01,10H 53M 0S,1.406,0.128,241,5.8,0,0,18
"655",2007-02-01,10H 54M 0S,1.396,0.124,240.19,5.8,0,0,18
"656",2007-02-01,10H 55M 0S,1.386,0.122,239.64,5.8,0,0,17
"657",2007-02-01,10H 56M 0S,1.366,0.114,238.13,5.6,0,0,18
"658",2007-02-01,10H 57M 0S,1.37,0.116,238.56,5.6,0,0,17
"659",2007-02-01,10H 58M 0S,1.372,0.116,238.76,5.6,0,0,18
"660",2007-02-01,10H 59M 0S,1.328,0.05,239.18,5.4,0,0,17
"661",2007-02-01,11H 0M 0S,1.28,0,238.74,5.2,0,0,17
"662",2007-02-01,11H 1M 0S,1.276,0,238.44,5.2,0,0,18
"663",2007-02-01,11H 2M 0S,1.282,0,238.95,5.2,0,0,17
"664",2007-02-01,11H 3M 0S,1.278,0,238.52,5.2,0,0,18
"665",2007-02-01,11H 4M 0S,1.27,0,237.86,5.2,0,0,17
"666",2007-02-01,11H 5M 0S,1.27,0,237.69,5.2,0,0,18
"667",2007-02-01,11H 6M 0S,1.274,0,238.16,5.2,0,0,17
"668",2007-02-01,11H 7M 0S,1.328,0,238.37,5.6,0,0,17
"669",2007-02-01,11H 8M 0S,1.364,0.09,239,5.6,0,0,18
"670",2007-02-01,11H 9M 0S,1.366,0.09,239.1,5.6,0,0,17
"671",2007-02-01,11H 10M 0S,1.362,0.09,238.87,5.6,0,0,18
"672",2007-02-01,11H 11M 0S,1.364,0.09,239.12,5.6,0,0,17
"673",2007-02-01,11H 12M 0S,1.364,0.09,239.23,5.6,0,0,18
"674",2007-02-01,11H 13M 0S,1.36,0.09,238.87,5.6,0,0,17
"675",2007-02-01,11H 14M 0S,1.354,0.088,238.7,5.6,0,0,18
"676",2007-02-01,11H 15M 0S,1.43,0.198,237.86,6,0,0,17
"677",2007-02-01,11H 16M 0S,1.422,0.204,237.83,6,0,2,17
"678",2007-02-01,11H 17M 0S,1.418,0.204,237.83,6,0,1,18
"679",2007-02-01,11H 18M 0S,1.402,0.176,238.13,5.8,0,1,17
"680",2007-02-01,11H 19M 0S,1.362,0.106,238.75,5.6,0,2,18
"681",2007-02-01,11H 20M 0S,1.358,0.104,238.35,5.6,0,1,17
"682",2007-02-01,11H 21M 0S,1.364,0.108,238.95,5.6,0,2,18
"683",2007-02-01,11H 22M 0S,1.37,0.108,238.83,5.6,0,1,17
"684",2007-02-01,11H 23M 0S,1.366,0.106,238.4,5.6,0,1,17
"685",2007-02-01,11H 24M 0S,1.398,0.126,238.99,5.8,0,2,18
"686",2007-02-01,11H 25M 0S,1.484,0.242,239.32,6.2,0,1,18
"687",2007-02-01,11H 26M 0S,1.474,0.238,238.87,6.2,0,2,17
"688",2007-02-01,11H 27M 0S,1.478,0.242,239.49,6.2,0,1,18
"689",2007-02-01,11H 28M 0S,1.488,0.248,240.61,6.2,0,1,17
"690",2007-02-01,11H 29M 0S,1.49,0.25,241.02,6.2,0,2,18
"691",2007-02-01,11H 30M 0S,1.476,0.246,240.24,6.2,0,1,18
"692",2007-02-01,11H 31M 0S,1.476,0.25,240.92,6.2,0,1,18
"693",2007-02-01,11H 32M 0S,1.468,0.246,240.32,6.2,0,1,17
"694",2007-02-01,11H 33M 0S,1.464,0.244,240.03,6.2,0,2,18
"695",2007-02-01,11H 34M 0S,1.462,0.244,240.01,6,0,1,18
"696",2007-02-01,11H 35M 0S,1.458,0.244,239.9,6,0,1,17
"697",2007-02-01,11H 36M 0S,1.45,0.238,239.08,6,0,1,18
"698",2007-02-01,11H 37M 0S,1.452,0.238,238.84,6,0,2,17
"699",2007-02-01,11H 38M 0S,1.446,0.236,238.42,6,0,1,18
"700",2007-02-01,11H 39M 0S,1.44,0.232,237.9,6,0,1,17
"701",2007-02-01,11H 40M 0S,1.378,0.14,238.37,5.8,0,1,17
"702",2007-02-01,11H 41M 0S,1.352,0.104,238.42,5.6,0,1,18
"703",2007-02-01,11H 42M 0S,1.35,0.104,238.11,5.6,0,2,17
"704",2007-02-01,11H 43M 0S,1.348,0.096,238.53,5.6,0,1,18
"705",2007-02-01,11H 44M 0S,1.28,0,238.17,5.4,0,0,17
"706",2007-02-01,11H 45M 0S,1.276,0,238.43,5.2,0,0,17
